timestamp,label,nof_ues,cqi,pusch_snr,pucch_snr,dl_ok,dl_nok,dl_bler
1777554534.851774120,Constant,1,50,0.0,4.3,0,0,0.0
1777554535.852720215,Constant,1,50,0.0,4.4,0,0,0.0
1777554536.859334471,Constant,1,50,0.0,3.9,1,1,.5000
1777554537.862612028,Constant,1,50,0.0,5.0,3,3,.5000
1777554538.853477796,Constant,1,50,0.0,4.0,0,0,0.0
1777554539.854502322,Constant,1,50,0.0,4.8,0,0,0.0
1777554540.858570947,Constant,1,50,29.1,4.3,0,0,0.0
1777554541.854319434,Constant,1,50,0.0,4.3,0,0,0.0
1777554542.850413948,Constant,1,50,0.0,4.0,0,0,0.0
1777554564.852853493,Random,1,50,0.0,4.9,0,0,0.0
1777554565.855864943,Random,1,50,0.0,4.7,0,0,0.0
1777554566.856344434,Random,1,43,0.0,2.6,0,0,0.0
1777554567.857935463,Random,1,50,0.0,4.6,0,0,0.0
1777554568.854402061,Random,1,48,0.0,4.1,0,0,0.0
1777554569.854747740,Random,1,50,30.6,4.5,0,0,0.0
1777554570.850624758,Random,1,50,0.0,5.8,0,0,0.0
1777554571.854280051,Random,1,50,0.0,4.3,0,0,0.0
1777554572.853754699,Random,1,50,0.0,4.9,0,0,0.0
1777554573.850722373,Random,1,50,0.0,4.6,0,0,0.0
1777554574.853861955,Random,1,50,31.2,4.8,0,0,0.0
1777554575.857072852,Random,1,50,30.6,4.4,0,0,0.0
1777554576.857451627,Random,1,50,29.9,4.6,0,0,0.0
1777554577.853882084,Random,1,50,0.0,4.8,0,0,0.0
1777554578.851051910,Random,1,48,0.0,4.6,0,0,0.0
1777554579.854040049,Random,1,50,0.0,4.5,0,0,0.0
1777554580.859916892,Random,1,50,0.0,4.8,0,0,0.0
1777554581.850935695,Random,1,50,0.0,4.4,0,0,0.0
1777554582.850828688,Random,1,50,30.3,5.4,0,0,0.0
1777554583.852008789,Random,1,50,0.0,5.5,0,0,0.0
1777554609.850228611,Reactive,1,50,0.0,4.5,0,0,0.0
1777554610.851281290,Reactive,1,50,-2.5,4.5,0,0,0.0
1777554611.858032126,Reactive,1,50,0.0,4.2,0,0,0.0
1777554612.853523579,Reactive,1,50,0.0,4.0,0,0,0.0
1777554613.854807946,Reactive,1,50,0.0,5.0,0,0,0.0
1777554614.853983380,Reactive,1,50,0.0,4.8,0,0,0.0
1777554615.853964132,Reactive,1,50,0.0,4.9,0,0,0.0
1777554616.850709838,Reactive,1,50,3.9,5.5,0,0,0.0
1777554617.854100858,Reactive,1,50,4.3,4.4,0,0,0.0
1777554618.848808345,Reactive,1,50,0.0,3.7,0,0,0.0
1777554619.854164909,Reactive,1,50,0.0,4.5,0,0,0.0
1777554620.853010241,Reactive,1,50,0.0,4.7,0,0,0.0
1777554621.857952306,Reactive,1,50,0.0,4.9,0,0,0.0
1777554622.853266368,Reactive,1,50,29.9,4.9,0,0,0.0
1777554623.853700151,Reactive,1,50,0.0,4.8,0,0,0.0
1777554624.852240327,Reactive,1,50,0.0,4.9,0,0,0.0
1777554625.859781986,Reactive,1,50,0.0,5.7,0,0,0.0
1777554626.857452728,Reactive,1,50,0.0,4.8,0,0,0.0
1777554627.850376421,Reactive,1,50,0.0,4.0,0,0,0.0
1777554628.854238615,Reactive,1,50,0.0,4.2,0,0,0.0
1777554645.913480612,Deceptive,1,50,0.0,5.1,0,0,0.0
1777554646.854813253,Deceptive,1,50,0.0,4.4,0,0,0.0
1777554647.850170814,Deceptive,1,50,0.0,5.1,0,0,0.0
1777554648.854218504,Deceptive,1,50,0.0,4.5,0,0,0.0
1777554649.856630872,Deceptive,1,50,0.0,5.2,0,0,0.0
1777554650.850910879,Deceptive,1,50,0.0,4.5,0,0,0.0
1777554651.858959805,Deceptive,1,50,0.0,5.0,0,0,0.0
1777554652.856741421,Deceptive,1,50,31.2,4.8,0,0,0.0
1777554653.854921939,Deceptive,1,50,0.0,5.2,0,0,0.0
1777554654.854573213,Deceptive,1,50,0.0,4.7,0,0,0.0
1777554655.855900136,Deceptive,1,50,30.3,4.6,0,0,0.0
1777554656.856764501,Deceptive,1,50,0.0,4.8,0,0,0.0
1777554657.854250980,Deceptive,1,50,0.0,3.9,0,0,0.0
1777554658.854526154,Deceptive,1,50,0.0,4.4,0,0,0.0
1777554659.853011239,Deceptive,1,50,0.0,4.5,0,0,0.0
1777554660.853909656,Deceptive,1,50,30.7,5.0,0,0,0.0
1777554661.853710946,Deceptive,1,50,0.0,5.2,0,0,0.0
1777554662.860328693,Deceptive,1,50,0.0,4.7,0,0,0.0
1777554663.854550054,Deceptive,1,50,30.6,4.9,0,0,0.0
1777554664.855314490,Deceptive,1,50,0.0,5.3,0,0,0.0
1777554680.936943116,PSS,1,50,0.0,5.2,0,0,0.0
1777554681.860793413,PSS,1,44,30.9,2.1,2,2,.5000
1777554682.857410714,PSS,1,50,0.0,4.0,0,0,0.0
1777554683.854610535,PSS,1,50,29.6,4.3,0,0,0.0
1777554684.856155001,PSS,1,50,0.0,4.4,0,0,0.0
1777554685.852184133,PSS,1,50,0.0,4.5,0,0,0.0
1777554686.851939462,PSS,1,50,0.0,4.7,0,0,0.0
1777554687.856588244,PSS,1,50,0.0,4.7,0,0,0.0
1777554688.851947419,PSS,1,50,0.0,5.0,0,0,0.0
1777554689.855552769,PSS,1,50,30.4,5.0,0,0,0.0
1777554690.853118340,PSS,1,50,30.3,5.4,0,0,0.0
1777554691.856072114,PSS,1,50,0.0,4.9,0,0,0.0
1777554692.857821375,PSS,1,50,30.5,4.4,0,0,0.0
1777554693.849650438,PSS,1,50,0.0,5.2,0,0,0.0
1777554694.854902088,PSS,1,50,30.8,5.1,0,0,0.0
1777554695.857952880,PSS,1,44,0.0,1.4,3,2,.4000
1777554696.854564382,PSS,1,50,0.0,4.4,0,0,0.0
1777554697.848821265,PSS,1,50,0.0,5.0,0,0,0.0
1777554698.852585370,PSS,1,50,0.0,4.8,0,0,0.0
1777554699.852531472,PSS,1,50,0.0,4.8,0,0,0.0
1777554724.854426263,PDCCH,1,50,0.0,4.4,0,0,0.0
1777554725.857662061,PDCCH,1,50,29.4,5.2,0,0,0.0
1777554726.857788510,PDCCH,1,50,30.5,4.6,0,0,0.0
1777554727.861432400,PDCCH,1,50,30.5,5.1,0,0,0.0
1777554728.856849503,PDCCH,1,50,0.0,4.9,0,0,0.0
1777554729.858691367,PDCCH,1,50,0.0,5.7,0,0,0.0
1777554730.858253272,PDCCH,1,50,0.0,4.6,0,0,0.0
1777554731.856025433,PDCCH,1,50,0.0,4.3,0,0,0.0
1777554732.856936671,PDCCH,1,50,0.0,4.4,0,0,0.0
1777554733.857422634,PDCCH,1,50,0.0,5.4,0,0,0.0
1777554734.856190206,PDCCH,1,50,0.0,4.5,0,0,0.0
1777554735.857035213,PDCCH,1,50,0.0,4.9,0,0,0.0
1777554736.860699716,PDCCH,1,50,0.0,4.4,0,0,0.0
1777554737.854619444,PDCCH,1,50,0.0,4.6,0,0,0.0
1777554738.862702013,PDCCH,1,50,0.0,3.7,0,0,0.0
1777554739.855215801,PDCCH,1,40,0.0,0.8,0,0,0.0
1777554740.860437698,PDCCH,1,50,30.9,5.2,0,0,0.0
1777554741.858693774,PDCCH,1,50,29.9,3.5,0,0,0.0
1777554742.862950568,PDCCH,1,41,0.0,0.0,2,6,.7500
1777554743.860845397,PDCCH,1,50,0.0,4.4,0,0,0.0
1777554760.857130418,DMRS,1,50,0.0,4.4,0,0,0.0
1777554761.855135940,DMRS,1,50,0.0,4.8,0,0,0.0
1777554762.850909262,DMRS,1,50,30.7,4.9,0,0,0.0
1777554763.854511563,DMRS,1,50,0.0,3.7,0,0,0.0
1777554764.856360119,DMRS,1,50,0.0,4.4,0,0,0.0
1777554765.861850002,DMRS,1,50,29.8,4.8,0,0,0.0
1777554766.864844837,DMRS,1,50,0.0,4.2,0,0,0.0
1777554767.860077732,DMRS,1,50,0.0,4.9,0,0,0.0
1777554768.858913209,DMRS,1,50,0.0,5.3,0,0,0.0
1777554769.861448247,DMRS,1,50,0.0,4.8,0,0,0.0
1777554770.859865687,DMRS,1,50,30.2,4.3,0,0,0.0
1777554771.856784350,DMRS,1,50,0.0,4.2,0,0,0.0
1777554772.857777181,DMRS,1,50,30.9,4.7,0,0,0.0
1777554773.861512287,DMRS,1,50,0.0,4.7,0,0,0.0
1777554774.855919823,DMRS,1,50,0.0,4.6,0,0,0.0
1777554775.867127948,DMRS,1,42,0.0,1.3,0,4,1.0000
1777554776.862769597,DMRS,1,49,17.8,3.3,5,1,.1666
1777554777.861485110,DMRS,1,43,0.0,1.7,0,0,0.0
1777554778.852441048,DMRS,1,50,0.0,4.4,0,0,0.0
