timestamp,label,nof_ues,cqi,pusch_snr,pucch_snr,dl_ok,dl_nok,dl_bler
1777571214.707226279,Constant,1,48,9.9,0.8,4,18,.8181
1777571215.712392938,Constant,1,47,0.0,1.0,2,30,.9375
1777571216.710636251,Constant,1,49,0.0,1.3,2,27,.9310
1777571217.707792610,Constant,0,,,,,,0.0
1777571218.705882104,Constant,0,,,,,,0.0
1777571219.709292543,Constant,0,,,,,,0.0
1777571220.699920726,Constant,0,,,,,,0.0
1777571221.706539558,Constant,0,,,,,,0.0
1777571222.705638973,Constant,0,,,,,,0.0
1777571223.709366747,Constant,0,,,,,,0.0
1777571224.705842950,Constant,0,,,,,,0.0
1777571225.706947148,Constant,0,,,,,,0.0
1777571226.704278715,Constant,0,,,,,,0.0
1777571227.704901606,Constant,0,,,,,,0.0
1777571228.708005696,Constant,0,,,,,,0.0
1777571229.708198919,Constant,0,,,,,,0.0
1777571230.701160412,Constant,0,,,,,,0.0
1777571231.704660089,Constant,0,,,,,,0.0
1777571232.702995434,Constant,0,,,,,,0.0
1777571233.705561737,Constant,0,,,,,,0.0
1777571234.705029983,Constant,0,,,,,,0.0
1777571235.702350066,Constant,0,,,,,,0.0
1777571236.702604061,Constant,0,,,,,,0.0
1777571237.707817430,Constant,0,,,,,,0.0
1777571238.702857380,Constant,0,,,,,,0.0
1777571239.705811559,Constant,0,,,,,,0.0
1777571240.704505542,Constant,0,,,,,,0.0
1777571241.702440867,Constant,0,,,,,,0.0
1777571242.704382898,Constant,0,,,,,,0.0
1777571243.699474981,Constant,0,,,,,,0.0
1777571244.701111462,Constant,0,,,,,,0.0
1777571245.702279637,Constant,0,,,,,,0.0
1777571246.706853123,Constant,0,,,,,,0.0
1777571247.702102627,Constant,0,,,,,,0.0
1777571248.700085620,Constant,0,,,,,,0.0
1777571249.706617347,Constant,0,,,,,,0.0
1777571250.702934729,Constant,0,,,,,,0.0
1777571251.697583499,Constant,0,,,,,,0.0
1777571252.703576079,Constant,0,,,,,,0.0
1777571253.704570901,Constant,0,,,,,,0.0
1777571254.704725533,Constant,0,,,,,,0.0
1777571255.703325606,Constant,0,,,,,,0.0
1777571256.703746134,Constant,0,,,,,,0.0
1777571257.701798253,Constant,0,,,,,,0.0
1777571258.703456223,Constant,0,,,,,,0.0
1777571259.706220265,Constant,0,,,,,,0.0
1777571260.704813730,Constant,0,,,,,,0.0
1777571261.701854592,Constant,0,,,,,,0.0
1777571262.701128035,Constant,0,,,,,,0.0
1777571263.703110239,Constant,0,,,,,,0.0
1777571264.702149904,Constant,0,,,,,,0.0
1777571265.705441350,Constant,0,,,,,,0.0
1777571266.705958863,Constant,0,,,,,,0.0
1777571267.706001192,Constant,0,,,,,,0.0
1777571268.702239342,Constant,0,,,,,,0.0
1777571269.707886955,Constant,0,,,,,,0.0
1777571270.707193613,Constant,0,,,,,,0.0
1777571271.703728700,Constant,0,,,,,,0.0
1777571272.705789925,Constant,0,,,,,,0.0
1777571273.706938046,Constant,0,,,,,,0.0
1777571274.704025410,Constant,0,,,,,,0.0
1777571275.702649793,Constant,0,,,,,,0.0
1777571276.704761300,Constant,0,,,,,,0.0
1777571277.707848504,Constant,0,,,,,,0.0
1777571278.703036766,Constant,0,,,,,,0.0
1777571279.702767193,Constant,0,,,,,,0.0
1777571280.703728748,Constant,0,,,,,,0.0
1777571281.708291849,Constant,0,,,,,,0.0
1777571282.709404945,Constant,0,,,,,,0.0
1777571283.707970261,Constant,0,,,,,,0.0
1777571284.702314815,Constant,0,,,,,,0.0
1777571285.704454674,Constant,0,,,,,,0.0
1777571286.705034180,Constant,0,,,,,,0.0
1777571287.704412889,Constant,0,,,,,,0.0
1777571288.701842344,Constant,0,,,,,,0.0
1777571289.704456291,Constant,0,,,,,,0.0
1777571290.707635784,Constant,0,,,,,,0.0
1777571291.712720318,Constant,0,,,,,,0.0
1777571292.709183993,Constant,0,,,,,,0.0
1777571293.704650888,Constant,0,,,,,,0.0
1777571294.708366949,Constant,0,,,,,,0.0
1777571295.704232240,Constant,0,,,,,,0.0
1777571296.707286111,Constant,0,,,,,,0.0
1777571297.712098826,Constant,0,,,,,,0.0
1777571298.709505847,Constant,0,,,,,,0.0
1777571299.710559576,Constant,0,,,,,,0.0
1777571300.710911252,Constant,0,,,,,,0.0
1777571301.711440543,Constant,0,,,,,,0.0
1777571302.711976124,Constant,0,,,,,,0.0
1777571303.708532285,Constant,0,,,,,,0.0
1777571304.706481292,Constant,0,,,,,,0.0
1777571305.703392525,Constant,0,,,,,,0.0
1777571306.707534528,Constant,0,,,,,,0.0
1777571307.707777055,Constant,0,,,,,,0.0
1777571308.705823967,Constant,0,,,,,,0.0
1777571309.708093917,Constant,0,,,,,,0.0
1777571310.708948864,Constant,0,,,,,,0.0
1777571311.711207771,Constant,0,,,,,,0.0
1777571312.703728225,Constant,0,,,,,,0.0
1777571313.710624427,Constant,0,,,,,,0.0
1777571314.706210084,Constant,0,,,,,,0.0
1777571315.709168218,Constant,0,,,,,,0.0
1777571316.703394662,Constant,0,,,,,,0.0
1777571317.704701265,Constant,0,,,,,,0.0
1777571318.700538749,Constant,0,,,,,,0.0
1777571319.698885142,Constant,0,,,,,,0.0
1777571320.704621124,Constant,0,,,,,,0.0
1777571321.708654983,Constant,0,,,,,,0.0
1777571322.704714550,Constant,0,,,,,,0.0
1777571323.706353879,Constant,0,,,,,,0.0
1777571324.707613422,Constant,0,,,,,,0.0
1777571325.707575647,Constant,0,,,,,,0.0
1777571326.707865041,Constant,0,,,,,,0.0
1777571327.706355294,Constant,0,,,,,,0.0
1777571328.706015797,Constant,0,,,,,,0.0
1777571329.709819592,Constant,0,,,,,,0.0
1777571378.487096492,Random,1,50,0.0,3.0,3,5,.6250
1777571379.482187857,Random,1,50,0.0,4.1,3,2,.4000
1777571380.481281762,Random,1,50,31.6,4.4,0,0,0.0
1777571381.480850211,Random,1,49,0.0,3.9,4,4,.5000
1777571382.474361028,Random,1,50,30.8,4.4,0,0,0.0
1777571383.483581618,Random,1,49,0.0,4.4,2,3,.6000
1777571384.484809535,Random,1,50,0.0,5.4,2,1,.3333
1777571385.483130712,Random,1,50,0.0,3.6,2,0,0
1777571386.478840803,Random,1,50,0.0,5.0,0,0,0.0
1777571387.483323519,Random,1,50,0.0,5.6,3,3,.5000
1777571388.484576527,Random,1,50,0.0,4.2,0,5,1.0000
1777571389.473870567,Random,1,50,0.0,4.4,0,0,0.0
1777571390.481724534,Random,1,49,30.3,4.8,6,2,.2500
1777571391.483717523,Random,1,50,0.0,4.1,2,1,.3333
1777571392.481779614,Random,1,49,0.0,4.4,1,1,.5000
1777571393.483486677,Random,1,38,0.0,-0.6,3,2,.4000
1777571394.483113117,Random,1,49,0.0,4.3,4,4,.5000
1777571395.481557899,Random,1,50,0.0,4.3,2,1,.3333
1777571396.482581722,Random,1,50,0.0,4.9,0,0,0.0
1777571397.476990970,Random,1,50,0.0,5.3,0,0,0.0
1777571398.488247383,Random,1,50,30.8,4.5,0,0,0.0
1777571399.478894801,Random,1,50,0.0,5.0,0,0,0.0
1777571400.481913543,Random,1,50,0.0,3.7,0,0,0.0
1777571401.480106278,Random,1,50,0.0,3.8,1,1,.5000
1777571402.485719052,Random,1,50,0.0,5.5,2,1,.3333
1777571403.481998829,Random,1,49,7.1,4.7,3,5,.6250
1777571404.483825019,Random,1,50,31.0,3.6,4,3,.4285
1777571405.479361550,Random,1,49,0.0,4.1,2,4,.6666
1777571406.481605204,Random,1,50,29.9,4.2,0,0,0.0
1777571407.479898567,Random,1,50,0.0,4.0,0,0,0.0
1777571408.477390105,Random,1,50,0.0,4.3,0,0,0.0
1777571409.487222138,Random,1,50,0.0,4.6,3,4,.5714
1777571410.486157048,Random,1,50,0.0,4.2,2,1,.3333
1777571411.481888014,Random,1,49,0.0,3.2,4,1,.2000
1777571412.488916893,Random,1,50,0.0,4.9,3,2,.4000
1777571413.483994869,Random,1,50,0.0,4.8,1,1,.5000
1777571414.478216688,Random,1,50,29.9,4.0,0,0,0.0
1777571415.482568164,Random,1,50,0.0,3.6,4,4,.5000
1777571416.474687803,Random,1,50,0.0,4.8,0,0,0.0
1777571417.481168711,Random,1,49,0.0,4.4,7,4,.3636
1777571418.485267024,Random,1,50,28.9,5.1,2,1,.3333
1777571419.488652649,Random,1,49,30.4,4.8,2,2,.5000
1777571420.484152665,Random,1,50,2.8,5.6,2,2,.5000
1777571421.479044489,Random,1,50,0.0,4.5,0,0,0.0
1777571422.481276062,Random,1,50,12.1,4.1,0,0,0.0
1777571423.484155396,Random,1,50,30.8,6.2,0,0,0.0
1777571424.485657062,Random,1,49,0.0,4.0,5,7,.5833
1777571425.485151771,Random,1,50,0.0,5.5,3,1,.2500
1777571426.476633529,Random,1,50,0.0,5.2,3,10,.7692
1777571427.481910737,Random,1,49,28.7,3.4,1,1,.5000
1777571428.489129995,Random,1,50,31.8,5.1,1,1,.5000
1777571429.478800793,Random,1,50,0.0,4.0,1,1,.5000
1777571430.479899645,Random,1,50,0.0,4.5,0,0,0.0
1777571431.482762303,Random,1,49,0.0,4.2,3,3,.5000
1777571432.484794252,Random,1,50,0.0,4.8,3,2,.4000
1777571433.481623181,Random,1,50,0.0,4.0,4,3,.4285
1777571434.483910524,Random,1,50,0.0,5.4,2,0,0
1777571435.496763104,Random,1,50,0.0,4.2,3,3,.5000
1777571436.485524365,Random,1,50,0.0,4.3,2,2,.5000
1777571437.487208685,Random,1,49,2.4,4.1,2,2,.5000
1777571438.488639808,Random,1,49,0.0,4.5,4,4,.5000
1777571439.481841458,Random,1,49,0.0,4.6,0,0,0.0
1777571440.484633063,Random,1,41,0.0,1.6,2,2,.5000
1777571441.483575066,Random,1,49,0.0,3.8,2,4,.6666
1777571442.477153740,Random,1,50,0.0,5.1,0,0,0.0
1777571443.483680647,Random,1,50,0.0,4.2,1,1,.5000
1777571444.480606667,Random,1,50,0.0,3.2,4,5,.5555
1777571445.481322560,Random,1,49,0.0,2.9,5,10,.6666
1777571446.474700673,Random,1,50,0.0,4.5,0,0,0.0
1777571447.478314874,Random,1,50,0.0,4.3,0,0,0.0
1777571448.479692782,Random,1,49,0.0,4.0,4,4,.5000
1777571449.480994485,Random,1,50,0.0,5.0,0,0,0.0
1777571450.481118626,Random,1,50,31.6,5.0,0,0,0.0
1777571451.480750089,Random,1,50,0.0,4.6,3,2,.4000
1777571452.482414897,Random,1,48,0.0,4.3,4,3,.4285
1777571453.479346995,Random,1,50,30.5,4.4,0,0,0.0
1777571454.487912029,Random,1,50,0.0,3.4,6,5,.4545
1777571455.482895746,Random,1,43,29.3,1.5,1,6,.8571
1777571456.479714030,Random,1,46,0.0,3.0,3,2,.4000
1777571457.482541478,Random,1,49,30.6,3.6,3,2,.4000
1777571458.491430676,Random,1,49,0.0,4.6,2,1,.3333
1777571459.483364019,Random,1,50,29.4,4.7,4,3,.4285
1777571460.484084997,Random,1,49,0.0,4.8,2,2,.5000
1777571461.481929414,Random,1,50,29.7,4.5,0,0,0.0
1777571462.477043687,Random,1,50,30.4,4.8,0,0,0.0
1777571463.486332341,Random,1,49,0.0,3.1,4,5,.5555
1777571464.486181686,Random,1,49,0.0,4.8,3,2,.4000
1777571465.484575821,Random,1,50,0.0,4.3,2,2,.5000
1777571466.481809836,Random,1,50,0.0,4.7,0,0,0.0
1777571467.485491183,Random,1,50,0.0,5.4,2,1,.3333
1777571468.485901926,Random,1,43,0.0,2.3,1,0,0
1777571469.480139885,Random,1,50,0.0,4.0,4,3,.4285
1777571470.482796227,Random,1,50,0.0,5.6,0,0,0.0
1777571471.485803305,Random,1,42,0.0,2.0,0,0,0.0
1777571472.489533269,Random,1,50,30.0,4.5,2,3,.6000
1777571473.486119423,Random,1,50,29.0,5.0,1,0,0
1777571474.480876455,Random,1,50,0.0,4.9,4,4,.5000
1777571475.486570819,Random,1,49,0.0,3.9,4,2,.3333
1777571476.482161673,Random,1,50,28.9,4.6,1,1,.5000
1777571477.482238399,Random,1,49,0.0,3.9,2,1,.3333
1777571478.486416893,Random,1,49,30.0,3.6,2,0,0
1777571479.487751879,Random,1,50,0.0,4.2,2,0,0
1777571480.484705035,Random,1,50,0.0,4.2,3,4,.5714
1777571481.484199914,Random,1,50,0.0,4.4,3,3,.5000
1777571482.484386829,Random,1,49,30.3,4.4,2,1,.3333
1777571483.485043361,Random,1,50,-4.9,3.7,2,3,.6000
1777571484.484976477,Random,1,50,0.0,3.4,3,2,.4000
1777571485.487180236,Random,1,50,28.1,4.3,2,2,.5000
1777571486.486732846,Random,1,40,0.0,0.5,6,5,.4545
1777571487.479898244,Random,1,49,1.0,4.3,1,1,.5000
1777571488.487192634,Random,1,50,0.0,4.3,2,2,.5000
1777571489.483755998,Random,1,49,0.0,4.4,2,2,.5000
1777571490.488853066,Random,1,49,0.0,4.6,2,2,.5000
1777571491.484693928,Random,1,50,0.0,4.6,2,1,.3333
1777571492.486636284,Random,1,50,-0.5,4.1,2,8,.8000
1777571493.488771614,Random,1,50,0.0,4.5,2,1,.3333
1777571494.485841875,Random,1,50,30.8,4.5,2,1,.3333
1777571495.487352959,Random,1,49,0.0,4.7,4,2,.3333
1777571496.481716388,Random,1,50,29.4,4.1,0,0,0.0
1777571509.483947234,Reactive,1,50,30.1,4.6,2,2,.5000
1777571510.485904448,Reactive,1,50,0.0,5.0,3,2,.4000
1777571511.480247705,Reactive,1,50,29.9,4.9,2,1,.3333
1777571512.480368925,Reactive,1,50,0.0,4.9,0,0,0.0
1777571513.479848635,Reactive,1,50,0.0,3.9,1,0,0
1777571514.487614464,Reactive,1,50,30.4,5.1,3,2,.4000
1777571515.482065938,Reactive,1,50,0.0,4.0,0,0,0.0
1777571516.486492795,Reactive,1,50,0.0,4.3,1,1,.5000
1777571517.479397489,Reactive,1,50,11.8,4.5,0,0,0.0
1777571518.486305572,Reactive,1,50,0.0,4.4,4,1,.2000
1777571519.485287649,Reactive,1,49,31.7,4.5,4,2,.3333
1777571520.484783792,Reactive,1,50,0.0,4.5,0,0,0.0
1777571521.484657226,Reactive,1,49,0.0,5.2,4,0,0
1777571522.479957271,Reactive,1,50,0.0,4.3,3,2,.4000
1777571523.482225720,Reactive,1,50,0.0,4.6,2,2,.5000
1777571524.484500557,Reactive,1,50,0.0,4.2,2,1,.3333
1777571525.484137262,Reactive,1,50,0.0,4.4,2,0,0
1777571526.491632267,Reactive,1,50,0.0,3.9,2,0,0
1777571527.488675423,Reactive,1,50,0.0,3.7,3,1,.2500
1777571528.485890790,Reactive,1,49,0.0,4.3,5,2,.2857
1777571529.488118994,Reactive,1,50,0.0,5.0,1,1,.5000
1777571530.483058017,Reactive,1,50,0.0,5.1,2,0,0
1777571531.486450269,Reactive,1,50,30.3,5.0,2,1,.3333
1777571532.480636975,Reactive,1,49,0.0,4.2,3,1,.2500
1777571533.486204978,Reactive,1,45,0.0,3.2,2,1,.3333
1777571534.487668246,Reactive,1,42,0.0,0.4,1,6,.8571
1777571535.482734048,Reactive,1,49,0.0,3.7,3,1,.2500
1777571536.484668903,Reactive,1,50,0.0,4.4,2,1,.3333
1777571537.485963744,Reactive,1,50,0.0,5.0,2,1,.3333
1777571538.481944687,Reactive,1,49,0.0,4.2,5,0,0
1777571539.484951168,Reactive,1,50,0.0,4.6,3,0,0
1777571540.479898252,Reactive,1,50,0.0,5.0,0,0,0.0
1777571541.480987844,Reactive,1,50,0.0,4.3,0,0,0.0
1777571542.484104390,Reactive,1,49,31.5,3.8,2,2,.5000
1777571543.485470989,Reactive,1,50,0.0,5.1,1,0,0
1777571544.489203555,Reactive,1,50,0.0,4.1,1,0,0
1777571545.481412240,Reactive,1,49,0.0,4.4,4,1,.2000
1777571546.481995273,Reactive,1,50,0.0,3.8,6,5,.4545
1777571547.484796928,Reactive,1,50,0.0,4.2,3,1,.2500
1777571548.485040754,Reactive,1,49,0.0,2.5,4,10,.7142
1777571549.482430133,Reactive,1,50,0.0,3.6,7,3,.3000
1777571550.486981234,Reactive,1,50,0.0,4.1,3,1,.2500
1777571551.482411168,Reactive,1,50,0.0,4.4,2,1,.3333
1777571552.485391147,Reactive,1,50,0.0,3.1,5,3,.3750
1777571553.484949565,Reactive,1,50,0.0,4.3,1,0,0
1777571554.480696128,Reactive,1,50,0.0,4.5,6,4,.4000
1777571555.485860734,Reactive,1,49,0.0,4.0,3,3,.5000
1777571556.486738297,Reactive,1,49,0.0,4.2,5,1,.1666
1777571557.486511194,Reactive,1,50,2.0,5.4,1,0,0
1777571558.482396132,Reactive,1,50,2.8,4.7,1,0,0
1777571559.483915482,Reactive,1,49,30.8,4.5,3,2,.4000
1777571560.481337091,Reactive,1,50,0.0,4.8,6,3,.3333
1777571561.487493483,Reactive,1,49,0.0,3.6,2,0,0
1777571562.482529557,Reactive,1,50,0.0,4.1,0,5,1.0000
1777571563.485599418,Reactive,1,42,0.0,1.9,1,5,.8333
1777571564.480656812,Reactive,1,50,0.0,4.8,2,1,.3333
1777571565.486293853,Reactive,1,50,0.0,4.9,6,3,.3333
1777571566.480443325,Reactive,1,50,0.0,3.6,0,0,0.0
1777571567.483124012,Reactive,1,50,0.0,5.4,4,0,0
1777571568.479296544,Reactive,1,50,32.6,4.7,0,0,0.0
1777571569.487779061,Reactive,1,49,0.0,3.9,4,2,.3333
1777571570.483131739,Reactive,1,50,0.0,4.6,1,1,.5000
1777571571.489125487,Reactive,1,50,0.0,5.2,4,3,.4285
1777571572.483274146,Reactive,1,50,29.3,3.6,4,2,.3333
1777571573.487764527,Reactive,1,44,0.0,1.8,5,2,.2857
1777571574.481729356,Reactive,1,50,0.0,4.2,0,0,0.0
1777571575.482714337,Reactive,1,50,0.0,4.1,6,2,.2500
1777571576.484815606,Reactive,1,50,29.3,4.8,1,0,0
1777571577.479427080,Reactive,1,50,0.0,4.8,0,0,0.0
1777571578.481818081,Reactive,1,50,0.0,3.9,5,1,.1666
1777571579.478615173,Reactive,1,50,3.2,4.6,0,0,0.0
1777571580.482604528,Reactive,1,49,0.0,3.4,5,3,.3750
1777571581.480478291,Reactive,1,50,0.0,4.6,1,1,.5000
1777571582.484603646,Reactive,1,50,0.0,4.0,1,1,.5000
1777571583.478844342,Reactive,1,50,29.4,3.3,1,1,.5000
1777571584.480722465,Reactive,1,50,30.6,4.3,1,1,.5000
1777571585.479841308,Reactive,1,49,0.0,4.1,5,2,.2857
1777571586.474169299,Reactive,1,50,0.0,5.6,0,0,0.0
1777571587.485541704,Reactive,1,50,0.0,4.6,2,0,0
1777571588.480906556,Reactive,1,50,0.0,4.7,3,0,0
1777571589.486491986,Reactive,1,50,0.0,4.3,4,4,.5000
1777571590.478428837,Reactive,1,50,0.0,4.5,2,0,0
1777571591.483860101,Reactive,1,50,0.0,2.4,3,2,.4000
1777571592.483357854,Reactive,1,49,0.0,4.0,6,4,.4000
1777571593.487497274,Reactive,1,50,0.0,4.0,4,4,.5000
1777571594.482574684,Reactive,1,50,0.0,4.4,2,2,.5000
1777571595.481965492,Reactive,1,49,3.7,3.5,4,1,.2000
1777571596.479078728,Reactive,1,49,3.1,4.1,4,5,.5555
1777571597.483639001,Reactive,1,50,0.0,3.6,2,1,.3333
1777571598.483512766,Reactive,1,50,0.0,3.6,0,1,1.0000
1777571599.476656570,Reactive,1,50,2.9,3.6,4,0,0
1777571600.485269246,Reactive,1,50,0.0,3.3,1,1,.5000
1777571601.481581949,Reactive,1,49,29.3,4.4,2,2,.5000
1777571602.483974206,Reactive,1,50,0.0,5.4,1,0,0
